80,80,0.6,2,1000, .1 
0,0.477495,128786.999402,1.75578e+06,310.656,0.0999998
1,0.926428,18134.0069389,562.259,3.50802,0.0994904
2,0.994709,1304.00447845,2.73267,0.245924,0.0989837
3,0.998685,324.003095627,0.10234,0.0650876,0.0984795
4,0.998868,279.003481865,0.0577771,0.0584747,0.0979779
5,0.998901,270.996694565,0.0616724,0.0615577,0.0974788
6,0.998884,274.992742538,0.0652812,0.0616356,0.0969823
7,0.999043,236.00189209,0.0474183,0.0526651,0.0964883
8,0.998949,258.993859291,0.0556221,0.0573911,0.0959968
9,0.999111,219.003996849,0.0454882,0.0506957,0.0955079
10,0.998909,268.998670578,0.0544504,0.058704,0.0950214
11,0.999103,221.002020836,0.0439316,0.0485838,0.0945374
12,0.99916,207.001161575,0.0409836,0.0484635,0.0940559
13,0.998933,263.004598618,0.0549031,0.0582363,0.0935768
14,0.999022,240.996952057,0.0491936,0.0541201,0.0931001
15,0.999022,240.996952057,0.0475174,0.0583092,0.0926259
16,0.999002,246.006703377,0.0509087,0.0537067,0.0921541
17,0.999095,223.000044823,0.0497123,0.0540487,0.0916847
18,0.998937,262.005586624,0.0607663,0.0594922,0.0912177
19,0.999189,199.993386269,0.0318551,0.0416614,0.0907531
20,0.998909,268.998670578,0.0547938,0.0587804,0.0902909
21,0.999022,240.996952057,0.0466205,0.0533896,0.0898309
22,0.998998,247.00571537,0.0454947,0.0565528,0.0893734
23,0.999063,231.006832123,0.0380984,0.0488056,0.0889182
24,0.999095,223.000044823,0.0405811,0.048354,0.0884652
25,0.999043,236.00189209,0.0450209,0.050473,0.0880146
26,0.998998,247.00571537,0.0417024,0.049869,0.0875663
27,0.999055,233.00485611,0.0413231,0.0494608,0.0871203
28,0.999071,228.994116783,0.0459616,0.0544462,0.0866766
29,0.999144,210.997209549,0.0406081,0.0497754,0.0862351
30,0.999111,219.003996849,0.0387679,0.0511759,0.0857958
31,0.999116,218.004984856,0.045926,0.0476611,0.0853588
32,0.999091,223.999056816,0.0386786,0.0490343,0.084924
33,0.999128,214.993257523,0.0388085,0.0487204,0.0844915
34,0.99918,202.006101608,0.0389334,0.0473282,0.0840611
35,0.99916,207.001161575,0.0313892,0.0468017,0.0836329
36,0.999213,193.999314308,0.0301753,0.0436491,0.0832069
37,0.999176,203.005113602,0.0363642,0.0484835,0.0827831
38,0.999164,206.002149582,0.032571,0.0478523,0.0823614
39,0.999144,210.997209549,0.0360594,0.0482529,0.0819419
40,0.999107,220.003008842,0.0402864,0.0462872,0.0815246
41,0.999213,193.999314308,0.0338785,0.0434773,0.0811093
42,0.999152,208.999185562,0.0386385,0.0486602,0.0806962
43,0.999132,213.994245529,0.0350936,0.0514449,0.0802851
44,0.999099,222.001032829,0.0322446,0.047473,0.0798762
45,0.999124,216.006960869,0.0307599,0.0427854,0.0794693
46,0.999221,192.001290321,0.0298055,0.0425333,0.0790645
47,0.999221,192.001290321,0.0311839,0.0418346,0.0786618
48,0.999197,197.995362282,0.0324159,0.0442837,0.0782612
49,0.999327,165.997595787,0.0257994,0.0375024,0.0778625
50,0.999071,228.994116783,0.03902,0.0489559,0.0774659
51,0.999274,178.999443054,0.0235388,0.041503,0.0770714
52,0.999254,183.994503021,0.027563,0.0433026,0.0766788
53,0.999176,203.005113602,0.0350438,0.045858,0.0762882
54,0.999144,210.997209549,0.0332397,0.0439985,0.0758996
55,0.999355,159.004511833,0.0236375,0.0361686,0.075513
56,0.999221,192.001290321,0.0326934,0.0410287,0.0751284
