87,10,0.5,2,1000, .1 
0,0.508333,177.000002861,1.89354e+06,972.828,0.0998076
1,0.519444,172.999992371,1.63753e+06,904.014,0.0992328
2,0.522222,172.000000477,1.41832e+06,838.19,0.0986613
3,0.530556,169.000003338,1.23032e+06,780.913,0.098093
4,0.536111,166.999998093,1.0675e+06,727.963,0.097528
5,0.547222,163.00000906,928079.0,678.465,0.0969663
6,0.55,161.999995708,805359.0,638.15,0.0964078
7,0.563889,156.999993324,699701.0,584.583,0.0958526
8,0.588889,148.000001907,613544.0,539.133,0.0953005
9,0.597222,145.000004768,538064.0,510.452,0.0947516
10,0.613889,139.00001049,471093.0,474.474,0.0942059
11,0.633333,132.000002861,414125.0,440.936,0.0936633
12,0.652778,124.999995232,366648.0,409.89,0.0931238
13,0.666667,119.999992847,325705.0,379.949,0.0925875
14,0.683333,113.999998569,290851.0,351.642,0.0920542
15,0.705556,105.999999046,261154.0,319.804,0.091524
16,0.713889,103.000001907,236315.0,306.751,0.0909969
17,0.719444,100.999996662,213787.0,296.535,0.0904728
18,0.733333,95.999994278,192731.0,282.691,0.0899517
19,0.75,90.0,174883.0,251.532,0.0894336
20,0.752778,89.0000081062,160175.0,242.735,0.0889185
21,0.755556,87.9999947548,146617.0,236.206,0.0884064
22,0.755556,87.9999947548,133726.0,231.596,0.0878972
23,0.755556,87.9999947548,121523.0,222.723,0.0873909
24,0.769444,82.9999923706,110312.0,204.937,0.0868876
25,0.775,81.0000085831,100780.0,193.467,0.0863872
26,0.791667,74.9999928474,92006.3,181.457,0.0858896
27,0.794444,74.0000009537,84339.2,177.369,0.0853949
28,0.797222,73.0000090599,77070.3,172.325,0.0849031
29,0.802778,71.0000038147,70216.1,165.708,0.0844141
30,0.805556,69.9999904633,63979.1,161.562,0.0839279
31,0.813889,66.9999933243,58080.8,149.322,0.0834445
32,0.813889,66.9999933243,53295.6,139.756,0.0829639
33,0.819444,65.0000095367,48940.0,134.076,0.0824861
34,0.822222,63.9999961853,44855.7,130.261,0.082011
35,0.830556,60.9999990463,41094.8,125.296,0.0815386
36,0.830556,60.9999990463,37658.5,119.376,0.081069
37,0.841667,57.0000100136,34617.1,114.682,0.0806021
38,0.852778,52.9999995232,31890.3,102.082,0.0801378
39,0.85,53.9999914169,29480.0,101.534,0.0796763
40,0.855556,52.0000076294,27133.5,96.3167,0.0792174
41,0.861111,50.0000023842,25203.1,89.4838,0.0787611
42,0.855556,52.0000076294,23490.0,82.8047,0.0783075
43,0.861111,50.0000023842,22073.8,79.5148,0.0778565
44,0.866667,47.999997139,20755.6,79.75,0.0774081
45,0.872222,45.9999918938,19569.0,71.7248,0.0769622
46,0.861111,50.0000023842,18467.2,71.0999,0.0765189
